Steering_Coefficient,Question,Ground_Truth,Generated_Text,Refused,Perplexity,Temporal_Leak,Leak_Year
-3.0,Which diseases or conditions is ADRBK1 gene|GRK2 most strongly associated with?,Disease; 2016,", the ADRBK1 gene, also known as GRK2, is most strongly associated with hypertension and cardiovascular disease.",False,1.34,False,N/A
-3.0,Which diseases or conditions is GNAS gene|GNAS most strongly associated with?,Disease; 2016,", the GNAS gene is most strongly associated with McCune-Albright syndrome, a rare genetic disorder characterized by a range of symptoms including polyostotic fibrous dysplasia, café-au-lait spots, and endocrine disorders such as hyperthyroidism and acromegaly.",False,1.25,False,N/A
-3.0,Which diseases or conditions is CHM gene|CHM most strongly associated with?,Choroideremia; 2016,", CHM gene is most strongly associated with Choroideremia, a rare inherited eye disorder that affects the choroid layer of the eye.",False,1.36,False,N/A
-3.0,Which diseases or conditions is EGFR gene|EGFR most strongly associated with?,"Carcinoma, Non-Small-Cell Lung; 2016",", EGFR gene mutations are most strongly associated with non-small cell lung cancer (NSCLC), particularly adenocarcinoma.",False,1.31,False,N/A
-3.0,Which diseases or conditions is HTR2A gene|HTR2A most strongly associated with?,Schizophrenia; 2016,", the HTR2A gene is most strongly associated with Migraine and Schizophrenia.",False,1.29,False,N/A
-3.0,Which diseases or conditions is HTR2A gene|HTR2A most strongly associated with?,Major Depressive Disorder; 2016,", the HTR2A gene is most strongly associated with Migraine and Schizophrenia.",False,1.29,False,N/A
-3.0,Which diseases or conditions is LRRK2 gene|LRRK2 most strongly associated with?,Parkinson Disease; 2016,", LRRK2 is most strongly associated with Parkinson's disease.",False,1.22,False,N/A
-3.0,Which diseases or conditions is telavancin most strongly associated with?,Infection; 2016,", Telavancin is most strongly associated with the treatment of complicated skin and skin structure infections (cSSSI) and hospital-acquired bacterial pneumonia (HABP) and ventilator-associated bacterial pneumonia (VABP).",False,1.16,False,N/A
-3.0,Which diseases or conditions is Symptoms most strongly associated with?,Disease; 2016,", I don't see a question about a specific disease or condition. Could you please provide more context or clarify which disease or condition you are referring to?",False,1.34,False,N/A
-3.0,Which diseases or conditions is Gene Family most strongly associated with?,Disease; 2016,", I don't have enough information to accurately determine which diseases or conditions the Gene Family is most strongly associated with. Can you provide more context or clarify which Gene Family you are referring to?",False,1.28,False,N/A
-3.0,Which diseases or conditions is Signaling Molecule most strongly associated with?,Disease; 2016,", I don't have enough information to accurately determine which disease or condition is most strongly associated with signaling molecules.",False,1.42,False,N/A
-3.0,Which diseases or conditions is sex most strongly associated with?,Disease; 2016,", 

Sex is strongly associated with several diseases and conditions, including:

1.  **HIV/AIDS**: Sexually transmitted infections (STIs) are a major mode of HIV transmission.
2.  **Chlamydia**: A bacterial STI that can cause pelvic inflammatory disease (PID) in women and epididymitis in men.
3.  **Gonorrhea**: A bacterial STI that can cause PID in women and epididymitis in men.
4.",False,1.26,False,N/A
-3.0,Which diseases or conditions is adiposity most strongly associated with?,Disease; 2016,", Adiposity, or excess body fat, is most strongly associated with the following diseases and conditions:

1. Type 2 diabetes
2. Cardiovascular disease (heart disease and stroke)
3. Certain types of cancer (breast, colon, kidney, pancreatic, and esophageal)
4. Hypertension (high blood pressure)
5. Osteoarthritis
6. Sleep apnea
7. Non-alcoholic fatty liver disease (NAFLD)
8. G",False,1.18,False,N/A
-3.0,Which diseases or conditions is adiposity most strongly associated with?,Non-alcoholic fatty liver; 2016,", Adiposity, or excess body fat, is most strongly associated with the following diseases and conditions:

1. Type 2 diabetes
2. Cardiovascular disease (heart disease and stroke)
3. Certain types of cancer (breast, colon, kidney, pancreatic, and esophageal)
4. Hypertension (high blood pressure)
5. Osteoarthritis
6. Sleep apnea
7. Non-alcoholic fatty liver disease (NAFLD)
8. G",False,1.18,False,N/A
-3.0,Which diseases or conditions is Pneumococcal Conjugate Vaccine most strongly associated with?,Otitis Media; 2016,", the Pneumococcal Conjugate Vaccine is most strongly associated with preventing invasive pneumococcal disease, particularly in children, caused by Streptococcus pneumoniae.",False,1.32,False,N/A
-3.0,"In a biomedical context, what is the relationship between YAP1 and cell types via AUGMENTS?",Cell Proliferation; 2016,", I don't have information on the relationship between YAP1 and cell types via AUGMENTS in a biomedical context.",False,1.2,False,N/A
-3.0,"In a biomedical context, what is the relationship between FOXO1 and cell types via AUGMENTS?",Cell Cycle; 2016,", I don't have information on the relationship between FOXO1 and cell types via AUGMENTS in a biomedical context.",False,1.22,False,N/A
-3.0,"In a biomedical context, what is the relationship between MYH6 and tissues or organs via AUGMENTS?",Muscle; 2016,", I don't have information on the relationship between MYH6 and tissues or organs via AUGMENTS in a biomedical context.",False,1.19,False,N/A
-3.0,"In a biomedical context, what is the relationship between VEGFA and medical entities via AUGMENTS?",Angiogenesis; 2016,", I don't have information on the relationship between VEGFA and medical entities via AUGMENTS.",False,1.3,False,N/A
-3.0,"In a biomedical context, what is the relationship between XIST and medical entities via AUGMENTS?",X Chromosome; 2016,", I couldn't find any information on ""AUGMENTS"" in a biomedical context. However, I found that XIST is a gene that encodes a non-coding RNA that plays a crucial role in X-chromosome inactivation in mammals.

If you meant to ask about the relationship between XIST and other medical entities, I can provide some information. XIST has been implicated in various medical conditions, including cancer, where it can act as an oncogene or a tumor suppressor depending on",False,1.35,False,N/A
-3.0,"In a biomedical context, what is the relationship between CAMP and cell types via AUGMENTS?",Cell Proliferation; 2016,", I don't have information on CAMP and cell types via AUGMENTS in a biomedical context.",False,1.39,False,N/A
-3.0,"In a biomedical context, what is the relationship between Droxidopa and medical entities via AUGMENTS?",Blood Pressure; 2016,", Droxidopa is a medication used to treat neurogenic orthostatic hypotension (nOH), a condition characterized by a sudden drop in blood pressure when standing up from sitting or lying down. 

AUGMENTS is a brand name for a combination product that contains Droxidopa and an MAO-B inhibitor, a type of medication that helps increase the effectiveness of Droxidopa.",False,1.36,False,N/A
-3.0,"In a biomedical context, what is the relationship between Aldosterone and cell types via AUGMENTS?",Cells; 2016,", I don't have information on what AUGMENTS is in a biomedical context.",False,1.67,False,N/A
-3.0,"In a biomedical context, what is the relationship between Androgens and tissues or organs via AUGMENTS?",Organ; 2016,", Androgens, such as testosterone and dihydrotestosterone (DHT), have a positive relationship with tissues or organs via augmentation, meaning they promote growth, development, and maintenance of these tissues or organs.",False,1.53,False,N/A
-3.0,"In a biomedical context, what is the relationship between Angiotensin II and medical entities via AUGMENTS?",Blood Pressure; 2016,", Angiotensin II is a potent vasoconstrictor that plays a crucial role in the renin-angiotensin-aldosterone system (RAAS). In a biomedical context, Angiotensin II has been linked to various medical entities through its effects on the cardiovascular system, kidneys, and other organs. 

AUGMENTs, specifically, refers to Augmentation Index, a measure of arterial stiffness. Angiotensin II has been shown to increase arterial stiffness,",False,1.39,False,N/A
-3.0,"In a biomedical context, what is the relationship between Ascorbic Acid and medical entities via AUGMENTS?",Wound Healing; 2016,", I couldn't find any information on ""AUGMENTS"" in a biomedical context. However, I can tell you that Ascorbic Acid, also known as Vitamin C, has various relationships with medical entities.

Ascorbic Acid is involved in several medical entities, including:

* Wound healing: Ascorbic Acid is essential for the production of collagen, a protein that helps to heal wounds.
* Immune system function: Ascorbic Acid is necessary for the production of white blood cells",False,1.32,False,N/A
-3.0,"In a biomedical context, what is the relationship between Azoxymethane and tissues or organs via AUGMENTS?",Colon; 2016,", I don't have information on the relationship between Azoxymethane and tissues or organs via AUGMENTS in a biomedical context.",False,1.2,False,N/A
-3.0,"In a biomedical context, what is the relationship between Bacterial Vaccines and tissues or organs via AUGMENTS?",Spleen; 2016,", I couldn't find any information on ""AUGMENTS"" in the context of biomedical science. However, I can provide information on the relationship between bacterial vaccines and tissues or organs.

Bacterial vaccines are designed to stimulate the immune system to produce antibodies and immune cells that can recognize and fight specific bacteria. When administered, bacterial vaccines can interact with various tissues and organs, including:

1. Spleen: The spleen filters the blood and stores red blood cells, and it is also a key",False,1.36,False,N/A
-3.0,"In a biomedical context, what is the relationship between Bleomycin and tissues or organs via AUGMENTS?",Lung; 2016,", I don't have information on the relationship between Bleomycin and tissues or organs via AUGMENTS.",False,1.31,False,N/A
-3.0,"In a biomedical context, what is the relationship between Caerulein and pathologic functions via AUGMENTS?",Pathogenesis; 2016,", I don't have information on the relationship between Caerulein and pathologic functions via AUGMENTS in a biomedical context.",False,1.2,False,N/A
-3.0,"In a biomedical context, what is the relationship between CARBONATE DEHYDRATASE and tissues or organs via AUGMENTS?",Brain; 2016,", I couldn't find any information on ""AUGMENTS"" in a biomedical context. However, I found that Carbonate Dehydratase is an enzyme that catalyzes the dehydration of carbonic acid to carbon dioxide and water.

In a biomedical context, Carbonate Dehydratase is related to tissues or organs that are involved in respiration, such as the lungs, where it plays a role in the regulation of pH and the transport of carbon dioxide.",False,1.34,False,N/A
