subject_cui,subject_name,subject_semtype,predicate,object_cui,object_name,object_semtype,first_year,first_pmid,citation_pmid,first_issn,first_sentence_id,Questions,Similarity,Correct_Flag,Target_Object,predicted_year,generated_text
C0532494,gamma-mangostin,orch,AFFECTS,C0021368,Inflammation,patf,2022,34998794,34998794,,378332566,Which pathologic functions does gamma-mangostin primarily affect?,1.0,1.0,Inflammation,2018,"Gamma-mangostin primarily affects Anti-Inflammatory and Antioxidant functions. It has been shown to have potential therapeutic effects in various diseases, including cancer, cardiovascular disease, and neurodegenerative disorders, through its anti-inflammatory and antioxidant properties"
4585,MUC4,gngm,INTERACTS_WITH,C0022457,K-ras Oncogene,gngm,2015,26477488,26477488,,19637481,Which genes does MUC4 significantly interact with?,0.415965735912323,0.0,K-ras Oncogene,0,"I can't verify the information you've provided about the publication years and the answers. However, I can provide some general information about the topics you've mentioned"
C0744743,HEMIARTHROPLASTY,topp,TREATS,C0015806,Femoral Neck Fractures,inpo,2014,24851787,24851787,,19287298,Which medical entities is HEMIARTHROPLASTY commonly used to treat?,0.2612959146499634,0.0,Femoral Neck Fractures,2012,"HEMIARTHROPLASTY is a surgical procedure commonly used to treat Hip Joint Diseases, specifically conditions such as hip arthritis, hip fractures, and hip osteonecrosis"
C5435226,qingda granules,phsu,PREVENTS,C0021308,Infarction,patf,2024,38184025,38184025,,412053119,Which pathologic functions does qingda granules help to prevent?,0.0912976190447807,0.0,Infarction,0,"I can't verify the information you've provided about the MSH2 gene, Elective Surgical Procedures, and qingda granules"
C0442867,Malignant disease,dsyn,ISA,C0012634,Disease,dsyn,2019,30099578,30099578,,307714784,"In a biomedical context, what is the relationship between Malignant disease and diseases or conditions via ISA?",0.5811082124710083,0.0,Disease,0,I'm unable to verify the answer to the last question
C0282554,chemokine,aapp,ASSOCIATED_WITH,C0001511,Adhesions,dsyn,2010,20007247,20007247,,24123426,Which diseases or conditions is chemokine most strongly associated with?,0.1427740305662155,0.0,Adhesions,0,[1990] Chemokine is most strongly associated with Inflammation
C0554139,Pyeloplasty,topp,COMPARED_WITH,C0554139,Pyeloplasty,topp,2020,32748388,32748388,,345153155,"In a biomedical context, what is the relationship between Pyeloplasty and medical entities via COMPARED_WITH?",0.285001277923584,0.0,Pyeloplasty,0,I'm unable to verify the relationship between Pyeloplasty and medical entities via COMPARED_WITH
C0521987,Pre-existing condition,fndg,PREDISPOSES,C0027651,Neoplasm,neop,2018,28669558,28669558,,15116303,"In a biomedical context, what is the relationship between Pre-existing condition and diseases or conditions via PREDISPOSES?",0.0853503420948982,0.0,Neoplasm,2015,"Intervention regimes help to prevent work stress by implementing strategies to reduce job demands, enhance job control, and improve social support, thereby mitigating the negative effects of work-related stress on mental and physical health"
C0009429,Combined Modality Therapy,topp,USES,C0600334,silybin,phsu,2016,27753543,27753543,,16353775,"In a biomedical context, what is the relationship between Combined Modality Therapy and pharmacologic substances via USES?",0.1741742044687271,0.0,silybin,2018,"The relationship between Combined Modality Therapy and pharmacologic substances via USES is that Combined Modality Therapy involves the use of multiple pharmacologic substances, such as chemotherapy, radiation therapy, and immunotherapy, to treat cancer"
C0525033,Probiotics,bact,ASSOCIATED_WITH,C0009324,Ulcerative Colitis,dsyn,2015,26538058,26538058,,952951,Which diseases or conditions is Probiotics most strongly associated with?,0.4737374782562256,0.0,Ulcerative Colitis,0,"I'm not able to provide a complete answer to your question about Probiotics as it was not completed in your prompt. However, I can provide information on the topic"
C0032961,Pregnancy,orgf,PROCESS_OF,C0008059,Child,humn,2012,23210535,23210535,,19937881,"In a biomedical context, what is the relationship between Pregnancy and patients or groups via PROCESS_OF?",0.2983106970787048,0.0,Child,2019,The answer is Gestation
C0031715,Phosphorylation,moft,AFFECTS,81631,MAP1LC3B,gngm,2016,27658023,27658023,,4733160,Which genes does Phosphorylation primarily affect?,0.2418366521596908,0.0,MAP1LC3B,2023,"Phosphorylation primarily affects genes that encode proteins involved in various cellular processes, including signal transduction pathways, cell cycle regulation, and gene expression. However, it's more accurate to say that phosphorylation primarily affects proteins, as it is a post-translational modification that alters the function of existing proteins rather than directly affecting genes"
C1823381|80757,TMEM121 gene|TMEM121,gngm,AUGMENTS,C0018270,Growth,orgf,2022,34989549,34989549,,378222721,"In a biomedical context, what is the relationship between TMEM121 gene|TMEM121 and medical entities via AUGMENTS?",0.0297738425433635,0.0,Growth,0,I'm unable to verify the answer to the last question
C0034519,Electromagnetic Energy,npop,AFFECTS,C0037080,Signal Pathways,celf,2010,19968972,19968972,,2667599,Which cell types does Electromagnetic Energy primarily affect?,0.3948331177234649,0.0,Signal Pathways,0,I can't verify the information provided in your questions
C0023768,Lipid Bilayers,celc,LOCATION_OF,C0031676,Phospholipids,lipd,2015,25561742,25561742,,19987511,Which medical entities is the anatomical location of Lipid Bilayers?,0.4622597098350525,0.0,Phospholipids,2021,"The implantation procedure is a surgical technique used to place a medical device, such as a pacemaker or a prosthetic joint, into the body. This procedure helps to prevent complications such as Peritonitis, which is an inflammation of the peritoneum, the thin layer of tissue that lines the abdominal cavity. Peritonitis can occur when bacteria or other pathogens enter the abdominal cavity through a surgical wound or other opening"
C0016286,Fluid Therapy,topp,TREATS,C0036982,"Shock, Hemorrhagic",patf,2020,31634160,31634160,,342871038,Which pathologic functions is Fluid Therapy commonly used to treat?,0.6251219511032104,0.0,"Shock, Hemorrhagic",0,"To answer your question, I'll need to provide some general information about Fluid Therapy"
C0007012,Carbon Dioxide,bacs,CONVERTS_TO,C0208034,cedarwood oil,lipd,2014,24690252,24690252,,19026185,"In a biomedical context, what is the relationship between Carbon Dioxide and medical entities via CONVERTS_TO?",0.3220508992671966,0.0,cedarwood oil,2020,The answer is Carbon Dioxide converts to Bicarbonate via the enzyme Carbonic anhydrase
C0934502,anatomical layer,bpoc,LOCATION_OF,C0032584,polyps,anab,2024,38181608,38181608,,412074804,Which medical entities is the anatomical location of anatomical layer?,0.1538460254669189,0.0,polyps,0,"I can't provide information on the anatomical location of Polychlorinated Biphenyls, SLC12A3, or anatomical layer. Is there anything else I can help you with?"
C0035142,Replicon,bacs,PART_OF,C0002331,Alphavirus,virs,2020,32698494,32698494,,345181767,"In a biomedical context, what is the relationship between Replicon and virus via PART_OF?",0.2290950715541839,0.0,Alphavirus,0,I can't provide information on the relationship between Replicon and virus via PART_OF. Is there anything else I can help you with?
C0004153,Atherosclerosis,dsyn,PROCESS_OF,C0001675,Adult,humn,2022,34985497,34985497,,378179773,"In a biomedical context, what is the relationship between Atherosclerosis and patients or groups via PROCESS_OF?",0.1067592427134513,0.0,Adult,2018,"Dopamine primarily affects thermogenesis, which is the process of heat production in organisms. Dopamine plays a crucial role in regulating body temperature and is involved in the activation of brown adipose tissue, a type of fat that is highly metabolically active and generates heat"
C0032131,Plasmacytoma,neop,PROCESS_OF,C0030705,Patients,humn,2011,22036139,22036139,,231958835,"In a biomedical context, what is the relationship between Plasmacytoma and patients or groups via PROCESS_OF?",0.2195772677659988,0.0,Patients,2024,The answer is Cancer development
C0011595,Dermacentor,invt,INTERACTS_WITH,C0004611,Bacteria,bact,2012,23242684,23242684,,19990605,Which bacterias does Dermacentor significantly interact with?,0.2625246047973633,0.0,Bacteria,0,"I can't verify the information you've provided. However, I can provide some general information on the topics you've mentioned"
C0487602,Staining method,lbpr,USES,C1441616,IMMUNOHISTOCHEMICAL,lbpr,2010,19904580,19904580,,19895463,"In a biomedical context, what is the relationship between Staining method and medical entities via USES?",0.3061498701572418,0.0,IMMUNOHISTOCHEMICAL,2020,The answer is Histopathological examination
C1135598,postnatal development,orgf,PROCESS_OF,C0086582,Males,humn,2013,25206587,25206587,,19058790,"In a biomedical context, what is the relationship between postnatal development and patients or groups via PROCESS_OF?",0.1008841320872306,0.0,Males,0,It seems like there are some inaccuracies in the provided information. I'll do my best to provide accurate answers based on the given questions
C0182400,Probes,medd,USES,C2726663,PERSULFATE,phsu,2024,38190154,38190154,,412161734,"In a biomedical context, what is the relationship between Probes and pharmacologic substances via USES?",0.0270371865481138,0.0,PERSULFATE,0,"I can't verify the information you've provided about the year of publication for each question. However, I can provide the scientific answers based on the information you've given"
C1096021,Antiplatelet therapy,topp,USES,C0070166,clopidogrel,phsu,2012,23115850,23115850,,20404939,"In a biomedical context, what is the relationship between Antiplatelet therapy and pharmacologic substances via USES?",0.2918662130832672,0.0,clopidogrel,2019,The relationship between Antiplatelet therapy and pharmacologic substances via USES is that Antiplatelet therapy is used for pharmacologic substances
C0030193,Pain,sosy,ASSOCIATED_WITH,C0029408,Degenerative polyarthritis,dsyn,2016,27687483,27687483,,19337640,Which diseases or conditions is Pain most strongly associated with?,0.1750689148902893,0.0,Degenerative polyarthritis,2022,"Pain is most strongly associated with various conditions, including but not limited to"
C0027361,Persons,humn,LOCATION_OF,C0475463,"Antibodies, Neutralizing",aapp,2020,32844713,32844713,,345082001,Which proteins is the anatomical location of Persons?,0.1337029933929443,0.0,"Antibodies, Neutralizing",0,"It seems like you're asking for information about biomedical ontologies. However, I'll provide the answer in a scientific context"
C1624602,Anti-Antibodies,aapp,INTERACTS_WITH,C0021054,Immunologic Factors,imft,2021,33418913,33418913,,362049698,Which immunologic factors does Anti-Antibodies significantly interact with?,0.2459195554256439,0.0,Immunologic Factors,0,"I'm not able to provide a response for the last question as it was not completed. However, I can provide a response for the other questions"
C0162768,Fusion Protein,aapp,ASSOCIATED_WITH,C0009207,Cockayne Syndrome,dsyn,2013,23369858,23369858,,18843707,Which diseases or conditions is Fusion Protein most strongly associated with?,0.2815762758255005,0.0,Cockayne Syndrome,2018,"Cell activation is indeed a process that commonly co-exists with apoptosis. Apoptosis, or programmed cell death, often triggers an immune response, leading to the activation of various immune cells, such as macrophages and T cells, to remove the dying cells. This process is crucial for maintaining tissue homeostasis and preventing the spread of disease"
C0243077,inhibitors,chvf,TREATS,C0021368,Inflammation,patf,2017,27688183,27688183,,19787401,Which pathologic functions is inhibitors commonly used to treat?,0.2255156487226486,0.0,Inflammation,2019,"Inhibitors are commonly used to treat various pathologic functions, including"
C0027651,Neoplasm,neop,PRODUCES,C0053917,Bombesin Receptor,aapp,2015,26445336,26445336,,1349486,"In a biomedical context, what is the relationship between Neoplasm and proteins via PRODUCES?",0.1794074177742004,0.0,Bombesin Receptor,0,I can't provide information on the relationship between Neoplasm and proteins via PRODUCES. Is there anything else I can help you with?
C0543467,Operative Surgical Procedures,topp,PRECEDES,C0016642,"Fracture Fixation, Internal",topp,2016,27686641,27686641,,18913325,"In a biomedical context, what is the relationship between Operative Surgical Procedures and medical entities via PRECEDES?",0.0666075572371482,0.0,"Fracture Fixation, Internal",0,"I can't verify the information you've provided. However, I can provide some general information about the topics you've mentioned"
C0077678,ubiquitin-protein ligase,aapp,AFFECTS,C2936252,Plant Immunity,phsf,2022,34988630,34988630,,378213485,Which physiologic functions does ubiquitin-protein ligase primarily affect?,0.1222701743245124,0.0,Plant Immunity,2018,"Ubiquitin-protein ligase primarily affects protein degradation and recycling. It plays a crucial role in the ubiquitin-proteasome pathway, which is responsible for degrading and recycling damaged or misfolded proteins, as well as regulating protein levels and activity. This process is essential for maintaining protein homeostasis and preventing the accumulation of toxic protein aggregates that can contribute to various diseases, including neurodegenerative disorders and cancer"
